,0
17681,NULL
17682,Is Andrew Johnson the worst president in American history?
17683,Auto dealers face backlash over Hillary Clinton
17684,"Pastor shot, killed during Louisiana church service"
17685,"Opinion | Bill Thompson, the Anti-Weiner - The New York Times"
17686,President’s marks as manager take hit in new CNN/ORC poll – CNN Political Ticker - CNN.com Blogs
17687,Kathleen Parker: The Obama White House ‘threat’ to Bob Woodward matters - The Washington Post
17688,NULL
17689,Big Sis: Obama Admin Can Pick Which Laws to Enforce
17690,NULL
17691,Powell: GOP 'Looks Down on Minorities'
17692,NULL
17693,Pamphlet Pushing Immigration Reform Distributed to House GOP Members
17694,"Christianity As State Religion Supported By One-Third Of Americans, Poll Finds | HuffPost Latest News"
17695,Syrian hackers claim AP hack that tipped stock market by $136 billion. Is it terrorism? - The Washington Post
17696,"The Seven Lying Democrats That Betrayed Democracy, and Joined GOP on HR 368 to Deny Vote on Clean CR"
17697,Panel to vote on bills that target federal workers - The Washington Post
17698,Al Jazeera America Officially Launches With Sharp Jabs At Competitors (VIDEO) | HuffPost Latest News
17699,"Change of Subject: Stop, or they'll shoot (a video)"
17700,Heidi Klum Transforms Herself Into Old Lady For Annual Halloween Party | HuffPost Entertainment
17701,Exception
17702,"Eric Wilson, One of ‘Norfolk Four,’ Challenges Conviction - The New York Times"
17703,NULL
17704,Meet the Press: Inside Takes on the Latest Stories with Chuck Todd | NBC News
17705,NULL
17706,Judge blocks North Dakota’s restrictive abortion law – CNN Political Ticker - CNN.com Blogs
17707,Obama willing to split up immigration bill
17708,"U.S. News: Breaking News Photos, & Videos on the United States - NBC News | NBC News"
17709,"Obama is failing as CEO of America, Inc. | Fox News"
17710,Nuclear fusion milestone passed at US lab - BBC News
17711,New Mexico Bowl: Colorado State vs. Washington State
17712,NULL
17713,NULL
17714,BBC - Ethics - Abortion: Abortion in self-defence
17715,"U.S. News: Breaking News Photos, & Videos on the United States - NBC News | NBC News"
17716,Abortion bill clears N.C. Senate as protesters watch
17717,Obama dares Ohio State graduates ‘to be better’ – CNN Political Ticker - CNN.com Blogs
17718,"Obama ""clown"" at the MO State Fair"
17719,Opinion | The House’s Immigration Dilemma - The New York Times
17720,Sessions: 'Tide Is Beginning to Turn' Against Immigration Bill
17721,"The top 9,486 ways Jay Carney won’t answer your questions (interactive)"
17722,NULL
17723,"HuffPost - Breaking News, U.S. and World News | HuffPost"
17724,Is truckers’ Beltway protest on again? - The Washington Post
17725,"Michelle Obama, Bo Obama Take Adorable Instagram Selfie (PHOTO) | HuffPost Latest News"
17726,Irish council in Kerry bid to relax drink-drive limit - BBC News
17727,"HuffPost - Breaking News, U.S. and World News | HuffPost"
17728,"HuffPost - Breaking News, U.S. and World News | HuffPost"
17729,Inside Obama's mind at his State of the Union address | Fox News
17730, - The Washington Post
17731,Fox News 'most trusted' source of news on Obamacare: survey
17732,NULL
17733,"Dana Milbank: Big tent, with an asterisk - The Washington Post"
17734,New member of the Obama family introduced – CNN Political Ticker - CNN.com Blogs
17735,To salute or not? Obama’s handshake sparks debate – CNN Political Ticker - CNN.com Blogs
17736,NULL
17737,Judge rules defense can show Trayvon Martin died with marijuana in his system | Fox News
17738,How did Jason Richwine Get a PhD from Harvard?
17739,NULL
17740,Lib Dems reject 'secret courts' plan at spring conference - BBC News
17741,"Politics: Congress, Political Parties, National Security & More | NBC News"
17742,NULL
17743,NULL
17744,NULL
17745,Bush Library Rewrite Website Presents Democratic Version Of President's Legacy | HuffPost Latest News
17746,"Bush, like most predecessors, holds tongue on successor - CNNPolitics"
17747,"Michelle Obama Multitasks At Governors' Dinner, Announces Oscars Winner (PHOTOS) | HuffPost Life"
17748,NULL
17749,FOX Nation- Geographic Restriction
17750,First Female WH Press Secretary Calls for Bashir's Firing
17751,NULL
17752,Conservative Hispanic group tells GOP to avoid ‘amnesty’ label
17753,Is There a Christian Nationalist Majority in America?
17754,NULL
17755,US government seeks to block American-US Airways merger - CNN
17756,NULL
17757,"Harry Reid ""Hints"" At Re-Opening Filibuster Rule. HINTS??!! How About Action!"
17758,NULL
17759,Thanks W!
17760,Meet the Press: Inside Takes on the Latest Stories with Chuck Todd | NBC News
17761,NULL
17762,By the Numbers: Presidential Cabinets - CNNPolitics
17763,My marriage is over.
17764,Dear Richard Cohen’s 'cultural conservatives' (racists). Please vomit when you see me. 
17765,Second Rubio Aide Argued Some Americans Not Cut Out for Workforce
17766,The shocking events that everyone saw coming (except Obama)
17767,"On a Day That’s Anything But Normal, Obama Girls Appear Just That - The New York Times"
17768,"Conn., rifle maker end aid deal after killings"
17769,John Kerry urges Syrian opposition to attend Rome talks - BBC News
17770,Update: Blitzer Asks Atheist Tornado Survivor If She Thanked the Lord
17771,Blistering 'SNL' Sketch With Kerry Washington Admits: We Know We Have No Diversity! | HuffPost Entertainment
17772,"Tornado Liveblog: Dangerous Storms Ongoing, Several Large Tornadoes Have Occurred "
17773,"Change of Subject: Stop, or they'll shoot (a video)"
17774,NULL
17775,"Dan Cathy, Chick-Fil-A President, Tweets Response To DOMA Ruling, Then Deletes It (UPDATE) | HuffPost Communities"
17776,NULL
17777,"White House Correspondents' Dinner 2013: Obama, Celebrities Gather For Annual Event (PHOTOS) | HuffPost Latest News"
17778,Nuclear fusion milestone passed at US lab - BBC News
17779,Nathan Dunlap Execution: ACLU Still Pushing For Secret Nathan Dunlap Execution Documents | HuffPost null
17780,"Obama Democrats Mess with Texas, Plot to Turn Lone Star State Blue"
17781,NULL
17782,Immigration bill faces tough path in full Senate
17783,NULL
17784,Drug Tests For Lawmakers? Amendment Introduced By Kansas Senator Faust-Goudeau
17785,US announces six drone test sites - BBC News
17786,Meet the Press: Inside Takes on the Latest Stories with Chuck Todd | NBC News
17787,US on brink of government shutdown
17788,Yahoo Search - Web Search
17789,"Obama, Gore, stop whining about right-wing media - CNN"
17790,NULL
17791,Feds: Woman hid terror conviction to get citizenship - Chicago Tribune
17792,Charles Lane: Judge Richard Posner’s mea culpa was better left unsaid - The Washington Post
17793,Immigration reform backers see hopeful signs in House
17794,"Politics: Congress, Political Parties, National Security & More | NBC News"
17795,Everything's Bigger in Texas!  Except Education.
17796,"Miss America fits in at tiny, conservative college"
17797,NULL
17798,NULL
17799,Texas Tells It!
17800,Consumer Reports destroys 'rate shock' horror story
17801,Senators closing in on deal to reopen government
17802,Fiscal Crisis - Latest
17803,NULL
17804,Hillary Clinton Heckled Over Benghazi | HuffPost Latest News
17805,Republicans walk fine line when targeting Clinton in Benghazi probe – CNN Political Ticker - CNN.com Blogs
17806,Meet the Press: Inside Takes on the Latest Stories with Chuck Todd | NBC News
17807,NULL
17808,NULL
17809,BREAKING: Indiana Judge Rules Right-To-Work Unconstitutional
17810,House GOP scraps vote on Sandy aid
17811,NULL
17812,House panel moves to fire workers with overdue tax liens; union protests budget cuts - The Washington Post
17813,Issa proposes new legislation to restructure Postal Service - The Washington Post
17814,NULL
17815,NULL
17816,NULL
17817,Opinion | Walking in the Opposition's Shoes - The New York Times
17818,NULL
17819,How immigration threatens to tear the GOP apart - The Washington Post
17820,Senators spot woman climbing 18-foot border fence
17821,NULL
17822,Missouri rodeo group president resigns amid fallout over Obama act | Fox News
17823,Flip-flops 'ban' for Plymouth City Council staff - BBC News
17824,House panel reviews whether Holder misled lawmakers on reporter records grab | Fox News
17825,NULL
17826,Megyn Kelly Talks About That Time She Caught Someone Cheating On Her (VIDEO) | HuffPost Latest News
17827,World News | NBC News
17828,NULL
17829,NULL
17830,Irish boy struck dumb by First Lady Michelle Obama - BBC News
17831,NULL
17832,Austrians vote to keep compulsory military service - BBC News
17833,Vote Ushers In New Era in Oversight of Lending Practices - The New York Times
17834,"Politics: Congress, Political Parties, National Security & More | NBC News"
17835,7 crazy side effects from the shutdown - CNN
17836,"Opinion | Makers, Takers, Fakers - The New York Times"
17837,"Rubio at CPAC: Too many liberal arts grads, not enough plumbers"
17838,Banks Criticize Strict Controls for Foreign Bets - The New York Times
17839,NULL
17840,NULL
17841,NULL
17842,Moore tornado: Barack Obama comforts Oklahoma victims - BBC News
17843,NULL
17844,NULL
17845,JFK conspiracy theorist points finger at LBJ
17846,NULL
17847,NULL
17848,NULL
17849,NULL
17850,NULL
17851,"Anti-vaccine megachurch hit with measles epidemic, now offering free vaccinations"
17852,Air Force fighter jets to fly again 
17853,Napolitano resigns as Homeland Security secretary
17854,"Obama to visit Mexico, Costa Rica in May - CNN"
17855,Conservatives Fear 'Conference' May Transform House Immigration Bills to Senate's Amnesty
17856,"Abbreviated Pundit Round-up: Republican paranoia, flu political sensitivity and more"
17857,President Obama the tough guy | On Air Videos | Fox News
17858,NULL
17859,Military communities brace for 'hardship' as defense furloughs take effect | Fox News
17860,The Two Words All Democrats Must Start Using Immediately
17861,Bill O'Reilly: The other side hasn’t been able to do anything but thump the Bible
17862,Saving Sarah: Federal judge rules in her favor | On Air Videos | Fox News
17863,NULL
17864,NULL
17865,"Honolulu Police Department Tattoo Ban Follows National Trend, But To What End? | HuffPost Latest News"
17866,NULL
17867,Obama drops in on soccer practice
17868,"U.S. News: Breaking News Photos, & Videos on the United States - NBC News | NBC News"
17869,Is Chained CPI Keeping You Down?  Read This And You'll Feel Much Better!
17870,NULL
17871,Ten Facts Conservatives Must Know on Immigration Reform
17872,Obama's turning point has arrived | Fox News
17873,Democrats Cry Foul Over Wednesday's Other Filibuster - The New York Times
17874,Texas Tribune exposes Houston-area tea party president as former director in U.S. fascist party 
17875,Public input limited as Texas anti-abortion bill comes back up for debate
17876,Alaska Rep. Don Young walks back ‘wetbacks’ – CNN Political Ticker - CNN.com Blogs
17877,Social Programs Face Cutback in Obama Budget - The New York Times
17878,Elizabeth Warren: Too Big to Fail
17879,NULL
17880,NULL
17881,Top Whitehall civil servants get tax bills paid - BBC News
17882,NULL
17883,NULL
17884,"Speculation about Clinton run includes questions about daughter Chelsea's role, political future | Fox News"
17885,NULL
17886,State of the Union: Obama's audience of four
17887,NULL
17888,Cost to pay White House interns: $2.5 million 
17889,NULL
17890,Meet the Republican who is demanding that the government let poor people starve
17891,Obama cracks jokes at White House Correspondents' Association dinner | Fox News
17892,NULL
17893,Bill Maher on the insane amount of hatred we have in America
17894,NULL
17895,Everything you need to know about Obama’s latest housing plan - The Washington Post
17896,"U.S. News: Breaking News Photos, & Videos on the United States - NBC News | NBC News"
17897,"Miriam Carey, driver shot near U.S. Capitol, lived with toddler daughter in Stamford, Conn. - The Washington Post"
17898,Meet the Press: Inside Takes on the Latest Stories with Chuck Todd | NBC News
17899,NULL
17900,NULL
17901,Ex-mayor's $1 billion gambling woes stun San Diego
17902,New Neighbor’s Agenda: White Power Takeover - The New York Times
17903,Obama Endorses Immigration Bill as Debate Is Set - The New York Times
17904,Joe Scarborough: Republicans Can Pass Gun Control Or Lose House In 2 Years (VIDEO) | HuffPost Latest News
17905,The Decline of Black Power in the South - The New York Times
17906,NULL
17907,NULL
17908,Top 20 Evening News Stories Of 2012 (PHOTOS) | HuffPost Latest News
17909,NULL
17910,"Obama 2.0: Smarter, tougher -- but wiser? - CNN"
17911,Charles Krauthammer: Return of the real Obama - The Washington Post
17912,De Blasio Gingerly Acknowledges Red Sox Allegiance - The New York Times
17913,White House unveils new contraception opt-out - BBC News
17914,NULL
17915,Senators begin selling immigration plan on airwaves
17916,Congressional Republicans rush to develop plan to reopen government - The Washington Post
17917,NULL
17918,Anatomy of very long speech: How Ted Cruz did it  - CNNPolitics
17919,NULL
17920,Joe Brolly hits out at GAA republican club name critics - BBC News
17921,Did Justice Department support anti-Zimmerman protests after Martin shooting? | Fox News
17922,"Shifting Stance to Back Immigration Overhaul, Reid Reaps Benefits - The New York Times"
17923,"Detroit Emergency Mgr staff intentionally cut power during heat wave, stranding people in elevators"
17924,NULL
17925,Mayor Jean Quan Confirms Her Status as an Asshole.
17926,NULL
17927,A revolution in the works? Column
17928,"HuffPost - Breaking News, U.S. and World News | HuffPost"
17929,"Politics: Congress, Political Parties, National Security & More | NBC News"
17930,Taxpayers taken for a ride? | On Air Videos | Fox News
17931,NULL
17932,State: Fire chief got $550K in extra pension money
17933,Dana Milbank: Sen. Ted Cruz proving a talkative headache for GOP leaders - The Washington Post
17934,President Obama to meet with head of Delta Sigma Theta sorority - The Washington Post
17935,NULL
17936,How President Obama finishes this thing
17937,Texas Republicans double down with new anti-abortion bill
17938,Immigration and Social Security - The New York Times
17939,NULL
17940,Joe Trippi on Obama's new strategy with GOP | On Air Videos | Fox News
17941,"U.S. News: Breaking News Photos, & Videos on the United States - NBC News | NBC News"
17942,New laws in 2014: From tanning bed bans to 'lemon pets'
17943,NULL
17944,House GOP ready to raise debt limit for three months
17945,Troubled Clinton Foundation reportedly to provide perch for Hillary amid 2016 buzz | Fox News
17946,Issa proposes new legislation to restructure Postal Service - The Washington Post
17947,Exception
17948,NULL
17949,President Obama's Accomplishments So Far
17950,NULL
17951,Marines In Afghanistan To Lose Daily Meal: Report | HuffPost Latest News
17952,'Memphis Soul' Concert Rocks Fiscal Doomsayer White House
17953,NULL
17954,NULL
17955,Orrin Hatch's Office Called Police On Constituent Who Says She Just Wanted To Meet With Him | HuffPost Latest News
17956,"As U.S. Plugs Border in Arizona, Crossings Shift to South Texas - The New York Times"
17957,Miller Time: John Kerry and Cairo chaos | On Air Videos | Fox News
17958,"Why did Harry Reid go nuclear? Here's why, in one image"
17959,Opinion | A Brighter Line on Immigration Policing - The New York Times
17960,House Republicans Target Contraception In Last-Minute Spending Bill | HuffPost Latest News
17961,"Va. police: State senator stabbed, son dead"
17962,"Easter Egg Roll: Celebs, tots romp on White House lawn"
17963,NULL
17964,FLASHBACK: Obama: 'I Actually Respect The Constitution'
17965,Supreme Court to weigh in on Obama’s recess appointments - The Washington Post
17966,People from ethnic minorities 'should apply' for Brighton jobs - BBC News
17967,NULL
17968,Official: D.C. suspect thought Obama was speaking to her
17969,NULL
17970,End presidential term limits - The Washington Post
17971,"Detroit Emergency Mgr staff intentionally cut power during heat wave, stranding people in elevators"
17972,Hagel’s Senate Confirmation Will Be Short on Old Allies - The New York Times
17973,"Welfare Payments Went to Prisoners in New Jersey, Report Shows - The New York Times"
17974,"New York’s Junior Senator, Doggedly Refusing to Play the Part - The New York Times"
17975,Biden ties Boston and Texas heartbreak to Newtown – CNN Political Ticker - CNN.com Blogs
17976,Meet the Press: Inside Takes on the Latest Stories with Chuck Todd | NBC News
17977,Missouri State Fair rodeo clown banned for Obama mask - BBC News
17978,Dana Milbank: Stockman steps forward as Republicans step back - The Washington Post
17979,General Black Jack Logan: Founder of Memorial Day
17980,House Republicans introduce resolution to impeach Attorney General Holder | Fox News
17981,"U.S. News: Breaking News Photos, & Videos on the United States - NBC News | NBC News"
17982,Congressmen Booze As Government Shutdown Looms | HuffPost Latest News
17983,Senate Immigration Group Turns To Keeping 'Fragile Agreement' Intact | HuffPost Latest News
17984,Michelle Obama chooses Jason Wu again
17985,NULL
17986,U.S. moves immigrant detainees as budget cuts loom – CNN Political Ticker - CNN.com Blogs
17987,"Stephanie Cutter, Former Obama Adviser, To Help Bank Of America Elude Regulation | HuffPost Latest News"
17988,Chuck Hagel's hectoring aimed at Obama - BBC News
17989,NULL
17990,Obama grants pardons to 17 people for nonviolent offenses - The Washington Post
17991,NULL
17992,NULL
17993,Sunday Talk: Home of the brave
17994,NULL
17995,NULL
17996,NULL
17997,Rep. Paul Broun makes aggressive bid for stupidest shutdown claim
17998,"HuffPost - Breaking News, U.S. and World News | HuffPost"
17999,"Obama invites all House Republicans to White House meeting, nearly all decline"
18000,NULL
18001,"Lesson from Lincoln: Mr. President, you're talking too much - CNNPolitics"
18002,Saving Sarah: Federal judge rules in her favor | On Air Videos | Fox News
18003,Kerry: 'Gaps' must be overcome in Iran nuclear deal
18004,"Michelle Obama Wears Prabal Gurung Dress For Barbara Walters Interview, Of Course | HuffPost Life"
18005,President Obama NAILS IT in one sentence
18006,"Official Inaugural Ball 2013: Obama, First Lady Attend Inauguration Gala At Convention Center (PHOTOS) | HuffPost null"
18007,NULL
18008,2 U.S. officials shot in Caracas strip club - CNN
18009,NULL
18010,"List: Republican House, Senate Votes on Debt, Shutdown Deal"
18011,"U.S. News: Breaking News Photos, & Videos on the United States - NBC News | NBC News"
18012,Exclusive: Immigration Agents Rip House Lawmakers Pushing Amnesty
18013,Ted Cruz's Dad Declares God Is Pro Death Penalty | HuffPost Latest News
18014,"What’s So Great About Unions, Anyway?"
18015,NULL
18016,NULL
18017,NULL
18018,Analysis: What’s behind Obama’s charm offensive? – CNN Political Ticker - CNN.com Blogs
18019,Timeline of abortion laws and events - Chicago Tribune
18020,Arrest raises questions on rights of terror suspects
18021,NULL
18022,Spike of Virginia redistricting plans shows House speaker’s pragmatic streak - The Washington Post
18023,NULL
18024,"HuffPost - Breaking News, U.S. and World News | HuffPost"
18025,The quotable Ed Koch: Ex-NYC mayor's best lines
18026,"Susana Martinez: 'Nuh Uh,' I'm Not Interested In Running For Vice President | HuffPost Latest News"
18027,College President Raises Concerns About Obama's College Scorecard - The New York Times
18028,"NSA whistle-blower revealed as Edward Snowden, 29-year-old ex-CIA employee"
18029,North Carolina Republicans seek to suppress the college vote
18030,Evangelical Racism Is Not a Growth Strategy - NYTimes.com
18031,Drew Peterson case: Brodsky takes stand - Chicago Tribune
18032,"Politics: Congress, Political Parties, National Security & More | NBC News"
18033,"No, Oprah, America isn't racist: Column"
18034,Grilling the IRS | On Air Videos | Fox News
18035,NULL
18036,"Sotomayor, Kagan Browbeat Scalia over Voting Rights Act Argument"
18037,Marco Rubio Water Bottle Quenches Media Thirst | HuffPost Latest News
18038,Car culture shock: Americans putting brakes on driving 
18039,NULL
18040,Saturday hate mail-a-palooza: Back for a one-week engagement!
18041,NULL
18042,NULL
18043,N.Y. attorney general suing Trump’s school for fraud – CNN Political Ticker - CNN.com Blogs
18044,Dana Milbank: Justice Samuel Alito’s middle-school antics - The Washington Post
18045,The Decline of the Tea Party - The New York Times
18046,Hagel to cadets: Stop sex assault 'scourge'
18047,NULL
18048,NULL
18049,President Obama's NCAA tournament bracket puts him in 30th percentile
18050,Breitbart Editor-at-Large Shapiro to Launch Anti-Media Matters Counterpunch with David Horowitz
18051,NULL
18052,NULL
18053,Sunday Talk: Safety not guaranteed
18054,CTA boss wavers on Ventra at hearing - Chicago Tribune
18055,Supreme Court OKs DNA swab of people under arrest
18056,NULL
18057,NULL
18058,NULL
18059,NULL
18060,NULL
18061,"Opinion: At 25, Limbaugh show still rules GOP - CNN"
18062,New York Times awakes from coma ... worried about 'rank partisan warfare'
18063,New Buzz Around Michelle Obama's Portrait - The New York Times
18064,IRS ‘BOLOs’ raise new questions about political targeting uproar - The Washington Post
18065,NULL
18066,NULL
18067,"HuffPost - Breaking News, U.S. and World News | HuffPost"
18068,New York loses an original: Ed Koch| Latest News Videos | Fox News
18069,Exclusive -- GOP Poll: Sen. Alexander Trails Generic 'Conservative' by 5 Points
18070,NULL
18071,Senate immigration bill garners enough support to clear hurdle | Fox News
18072,"HuffPost - Breaking News, U.S. and World News | HuffPost"
18073,"Politics: Congress, Political Parties, National Security & More | NBC News"
18074,Bill Clinton : L’ancien président américain est à nouveau mis en cause par son ex-stagiaire
18075,Opinion: What if Trayvon Martin and George Zimmerman were white? - CNN
18076,NULL
18077,"Rep. Issa, Obama aide have war of words"
18078,Mansion spending records indicate improper billing by Virginia governor and his family - The Washington Post
18079,NULL
18080,NULL
18081,Michelle Obama's State Of The Union Dress 2013 Is A Glittery Sheath (PHOTOS) | HuffPost Life
18082,NULL
18083,Meet the Press: Inside Takes on the Latest Stories with Chuck Todd | NBC News
18084,Michelle Obama's Tory Burch Dress Sells Out (PHOTOS) | HuffPost Life
18085,Wrong:  Jesus did speak about homosexuality
18086,NULL
18087,Did German almost become America’s official language in 1795?
18088,Proposed text for Texas anti-masturbation bill
18089,Workers Claim Racial Bias in Farms’ Hiring of Immigrants - The New York Times
18090,NULL
18091,Is There a Christian Nationalist Majority in America?
18092,George H.W. Bush Book Recalls Frustration At Son's Critics: I'm 'An Angry Old Man Hurting For My Son' | HuffPost Latest News
18093,NULL
18094,NULL
18095,Samantha Power confirmed as Obama's UN ambassador - BBC News
18096,Pelosi among 9 to enter Women's Hall of Fame
18097,"Opinion: Fewer homeless, a Bush legacy  - CNN"
18098,Washington Examiner Ends Daily Publication
18099,NULL
18100,"Opinion: In shutdown, tough choices for Boehner - CNN"
18101,NULL
18102,NULL
18103,Marine Vet Slams Paul Ryan's 'Outrageous Attitude' Toward Military Pension Cuts
18104,NULL
18105,Obama CIA Pick John Brennan in 2010: Jihad a 'Legitimate Tenet of Islam'
18106,NULL
18107,NULL
18108,NULL
18109,Officials target immigrants with criminal records
18110,Hillary Clinton says goodbye to state department - BBC News
18111,Hillary Clinton Health Update: Daughter Chelsea Says Her Mother Is 'Doing Great' (VIDEO) | HuffPost Latest News
18112,Many Want To Hang 'No Atheists Allowed' On Supreme Court | HuffPost Latest News
18113,A food road warrior looks back on 2013 - The Washington Post
18114,Bill O'Reilly: 'I'm Sorry' I Said Alan Colmes Was 'Lying'; Kirsten Powers Calls Him '100 Percent Wrong' (VIDEO) | HuffPost Latest News
18115,NULL
18116,"U.S. News: Breaking News Photos, & Videos on the United States - NBC News | NBC News"
18117,Saturday nutpick-a-palooza: Did you know Chris Christie is fat?
18118,McGuinness: Castlederg republican parade 'dignified and lawful' - BBC News
18119,REPORT: Mayoral Candidate Beaten by Teens with Club While Dozens Watch
18120,Latino | Fox News
18121,Which state has the worst drivers?
18122,NULL
18123,"(877) 888-4319: Norquist, Rubio Allies to Paint Immigration Bill Opponents as Nativists on Conference Call"
18124,This map shows what the United States would look like if life were fair - The Washington Post
18125,Wingnut/Tea Party Fail in Progress? LIVE REPORTS from Today’s ‘Day of Resistance’
18126,"Michelle Obama comes on strong, but what's next?"
18127,Smart bracelet protects aid workers - BBC News
18128,Medal of Honor recipient William Swenson braved gunfire to get bodies - CNN
18129,"Ed Koch, outspoken former mayor of New York, dead at 88 - The Washington Post"
18130,Senate Democrats Poised to Block Filibusters of Presidential Picks - The New York Times
18131,NULL
18132,Hillsdale College President Larry Arnn Under Fire For Calling Minority Students 'Dark Ones' | HuffPost Latest News
18133,"Virginia state Senator Creigh Deeds stabbed by son, police believe - BBC News"
18134,Republican: Akin 'partly right' on rape comment
18135,Jack Lew's investment in Cayman Islands flagged by Senate Finance Committee
18136,Rescuers rush to preserve TV shows shot on fragile videotape - The Washington Post
18137,NULL
18138,NULL
18139,My Husband The Impostor | HuffPost Life
18140,"U.S. News: Breaking News Photos, & Videos on the United States - NBC News | NBC News"
18141,U.S. prosecutor leaves Texas Aryan case over security
18142,NULL
18143,"93 Years Ago Today, The 19th Amendment Gave Women The Right To Vote | HuffPost Latest News"
18144,"Walmart Broke Labor Law And Retaliated Against Workers, NLRB Charges | HuffPost Impact"
18145,NULL
18146,NULL
18147,NULL
18148,Nightly News with Lester Holt: The Latest News Stories Every Night - NBC News | NBC News
18149,The Drone Speech and the Hyperexcited Return of Intellectual Obama
18150,Scandal Widens Over Contracts for Navy Work - The New York Times
18151,Rosa Parks honored with Capitol statue - The Washington Post
18152,NULL
18153,Charles Krauthammer: The Democrats’ outbreak of lawlessness - The Washington Post
18154,World News | NBC News
18155,McConnell humiliated by Harry Reid ... and his own senators
18156,NULL
18157,NULL
18158,Sex workers using anti-HIV drugs instead of condoms - BBC News
18159,Meet the Press: Inside Takes on the Latest Stories with Chuck Todd | NBC News
18160,NULL
18161,Obama urges nation to grapple with race
18162,NULL
18163,"Politics: Congress, Political Parties, National Security & More | NBC News"
18164,The Four Worst American Presidents 
18165,Feds file charges in NY against 3 over virus that infected more than 1M computers globally | Fox News
18166,Exception
18167,Opinion: Fired because a man can't control himself - CNN
18168,Meet the Press: Inside Takes on the Latest Stories with Chuck Todd | NBC News
18169,NULL
18170,Saturday nutpick-a-palooza: Ironclad proof that Obama is a communist!
18171,NULL
18172,NULL
18173,Ted Cruz Taking Steps To Renounce Canadian Citizenship | HuffPost Latest News
18174,Obama ousts IRS commissioner after Tea Party controversy
18175,NYC mayor-elect's daughter reveals drug abuse
18176,Rodeo clown draws criticism for Obama mask
18177,"HuffPost - Breaking News, U.S. and World News | HuffPost"
18178,New book says Obama team considered Hillary Clinton as replacement for Biden on 2012 ticket
18179,NULL
18180,Supreme Court Hearing On Religion Case Produces Testy Arguments | HuffPost Latest News
18181,George H.W. Bush Book Recalls Frustration At Son's Critics: I'm 'An Angry Old Man Hurting For My Son' | HuffPost Latest News
18182,NULL
18183,Obama: Americans 'fed up' with Washington
18184,"Ahoy, mateys! Federal government to stop printing nautical charts"
18185,How big is China's cyber threat? – Global Public Square - CNN.com Blogs
18186,Saturday nutpick-a-palooza: Gitmo is like BEENGHAAAAAAAZZZZEEE
18187,Gettysburg Address 'outrage' provides handy checklist of stupidest people in America
18188,Calif. asks Supreme Court to halt inmate releases
18189,Scottish independence: Dennis Canavan reopens monarchy debate - BBC News
18190,"Politics: Congress, Political Parties, National Security & More | NBC News"
18191,NULL
18192,Supreme Court urged to open up
18193,Six ways the president will try to convince Congress - BBC News
18194,NULL
18195,Newspaper review: Paris Brown tweets stir social media debate - BBC News
18196,NULL
18197,Opinion | Our Sickly Political System - The New York Times
18198,WATCH: Paul Krugman on Jack Lew
18199,NULL
18200,NULL
18201,Bashir resigns from MSNBC over Palin comments – CNN Political Ticker - CNN.com Blogs
18202,"Obama lived with Kenyan uncle prior to law school, White House says – CNN Political Ticker - CNN.com Blogs"
18203,A brief history of America’s fluoride wars - The Washington Post
18204,AP president calls on Obama to 'rein in'  DOJ probe into wire service's records | Fox News
18205,Playboy Sculpture In Marfa Has Texas Highway Officials Hot And Bothered | HuffPost null
18206,Toronto police chief to address drug investigation linked to Mayor Rob Ford
18207,NULL
18208,Top female Treasury official reported under consideration for Federal Reserve post - The Washington Post
18209,Christian Militia Claims 'Authority' To Shoot And Kill Obama 
18210,NULL
18211,NULL
18212,NULL
18213,NULL
18214,NULL
18215,'Lone Ranger' masks its fun behind bloated action tale
18216,My marriage is over.
18217,"HuffPost - Breaking News, U.S. and World News | HuffPost"
18218,NULL
18219,"Chris Christie Dismisses 2016 Speculation, Calls On GOP To 'Show Up' | HuffPost Latest News"
18220,Ricin Suspect Charged With Threatening Obama
18221,NULL
18222,Younger military veterans are angered by budget cuts to their pension benefits - The Washington Post
18223,"HuffPost - Breaking News, U.S. and World News | HuffPost"
18224,NULL
18225,NULL
18226,Congressional Republicans rush to develop plan to reopen government - The Washington Post
18227,Bill Clinton Distances Himself From Anthony Weiner: 'We Are A Hundred Miles From That Race' | HuffPost Latest News
18228,"Opinion: Justices, let cameras into the court - CNN"
18229,The heckler — and FLOTUS — were right - The Washington Post
18230,NULL
18231,NULL
18232,"Conservative Supremes thwart fair wages claim, and Kagan lets 'em have it."
18233,NULL
18234,NULL
18235,Michelle Obama chooses Jason Wu again
18236,More benefit cuts under ObamaCare | Fox News
18237,House Leaders to Educate Voters About Immigration: 'Become America'
18238,US shutdown: Four rearranged weddings - BBC News
18239,The Trifecta of Race in America | HuffPost Latest News
18240,"Opinion: Thank you, Miss America - CNN"
18241,Mrs. Obama Again Chooses Inaugural Gown by Jason Wu - The New York Times
18242,Electrical charge and current - Electric circuits - Edexcel - GCSE Physics (Single Science) Revision - Edexcel - BBC Bitesize
18243,"U.S. News: Breaking News Photos, & Videos on the United States - NBC News | NBC News"
18244,Supreme Court Hears Arguments in Bowman v. Monsanto - The New York Times
18245,I Think My Cat is a Republican.
18246,McCain to hold up Dempsey for renewal as top military officer after clash over Syria | Fox News
18247,Obama vs. Bush - The Washington Post
18248,NULL
18249,Opinion: Congrats Gov. Christie: You saved your life - CNN
18250,NULL
18251,Supreme Court Ruling on Sentencing Yields Split Interpretations - The New York Times
18252,NULL
